Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,randomiser-e1us,branch-8hy4,branch-h95v,branch-u9i4,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
3,1667383391525,02/11/2022 10:03:11,1667383390006,1,02/11/2022 11:03:10,102467,5,task-4atu,,24949597,6,7339218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x649,,preTest,1,,,,preTest,163,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,continue_button,4172.599999964237,,,,,0,1,0,,,,,,preTest,
4,1667383391649,02/11/2022 10:03:11,1667383390016,1,02/11/2022 11:03:10,102467,5,task-4atu,,24949597,6,7339218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x649,,preTest,1,,,,preTest,163,Spreadsheet1,,,END TASK,,,,,4297,,,,,0,1,0,,,,,,,
1,1667382591500,02/11/2022 09:49:51,1667382591359,1,02/11/2022 10:49:51,102467,5,task-4atu,,24949414,5,7339220,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x689,,preTest,1,,,,preTest,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1667382594423,02/11/2022 09:49:54,1667382594359,1,02/11/2022 10:49:54,102467,5,task-4atu,,24949414,5,7339220,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x689,,preTest,1,,,,preTest,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,buttonA,response_button_text,2977.5,,,Yes,1,0,1,0,,,,,,preTest,
3,1667382595898,02/11/2022 09:49:55,1667382595841,1,02/11/2022 10:49:55,102467,5,task-4atu,,24949414,5,7339220,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x689,,preTest,1,,,,preTest,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,continue_button,4459.700000000186,,,,,0,1,0,,,,,,preTest,
4,1667382595989,02/11/2022 09:49:55,1667382595843,1,02/11/2022 10:49:55,102467,5,task-4atu,,24949414,5,7339220,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 107.0.0.0,1440x900,1440x689,,preTest,1,,,,preTest,173,Spreadsheet1,,,END TASK,,,,,4484,,,,,0,1,0,,,,,,,
1,1667381563251,02/11/2022 09:32:43,1667381562856,1,02/11/2022 10:32:42,102467,5,task-4atu,,24949230,4,7339217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x609,,preTest,1,,,,preTest,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1667381571646,02/11/2022 09:32:51,1667381571223,1,02/11/2022 10:32:51,102467,5,task-4atu,,24949230,4,7339217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x609,,preTest,1,,,,preTest,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,buttonA,response_button_text,8310.09999999404,,,Yes,1,0,1,0,,,,,,preTest,
3,1667381576187,02/11/2022 09:32:56,1667381575769,1,02/11/2022 10:32:55,102467,5,task-4atu,,24949230,4,7339217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x609,,preTest,1,,,,preTest,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,continue_button,12844.5,,,,,0,1,0,,,,,,preTest,
4,1667381576275,02/11/2022 09:32:56,1667381575774,1,02/11/2022 10:32:55,102467,5,task-4atu,,24949230,4,7339217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x609,,preTest,1,,,,preTest,168,Spreadsheet1,,,END TASK,,,,,12918,,,,,0,1,0,,,,,,,
1,1667379756278,02/11/2022 09:02:36,1667379755932,1,02/11/2022 10:02:35,102467,5,task-4atu,,24949001,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,preTest,1,178,chartFirst,,no_preTest,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1667379785528,02/11/2022 09:03:05,1667379785177,1,02/11/2022 10:03:05,102467,5,task-4atu,,24949001,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,preTest,1,178,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,buttonB,response_button_text,29204.89999985695,,,No,1,0,1,0,,,,,,preTest,
3,1667379787001,02/11/2022 09:03:07,1667379786674,1,02/11/2022 10:03:06,102467,5,task-4atu,,24949001,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,preTest,1,178,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,continue_button,30701.099999904633,,,,,0,1,0,,,,,,preTest,
4,1667379787081,02/11/2022 09:03:07,1667379786678,1,02/11/2022 10:03:06,102467,5,task-4atu,,24949001,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,preTest,1,178,chartFirst,,no_preTest,,Spreadsheet1,,,END TASK,,,,,30746,,,,,0,1,0,,,,,,,
1,1669383584992,25/11/2022 13:39:44,1669383585113,1,25/11/2022 14:39:45,102467,5,task-4atu,,25477529,70,7479146,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.56,1280x720,1219x593,,preTest,1,,,,preTest,183,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669383606127,25/11/2022 13:40:06,1669383606274,1,25/11/2022 14:40:06,102467,5,task-4atu,,25477529,70,7479146,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.56,1280x720,1219x593,,preTest,1,,,,preTest,183,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,buttonA,response_button_text,21104.89999999106,,,Yes,1,0,1,0,,,,,,preTest,
3,1669383611862,25/11/2022 13:40:11,1669383612026,1,25/11/2022 14:40:12,102467,5,task-4atu,,25477529,70,7479146,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.56,1280x720,1219x593,,preTest,1,,,,preTest,183,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,continue_button,26840.29999999702,,,,,0,1,0,,,,,,preTest,
4,1669383611954,25/11/2022 13:40:11,1669383612031,1,25/11/2022 14:40:12,102467,5,task-4atu,,25477529,70,7479146,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.56,1280x720,1219x593,,preTest,1,,,,preTest,183,Spreadsheet1,,,END TASK,,,,,26918,,,,,0,1,0,,,,,,,
1,1668154277653,11/11/2022 08:11:17,1668154277546,1,11/11/2022 09:11:17,102467,5,task-4atu,,25171639,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,preTest,1,193,chartFirst,,no_preTest,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1668154281647,11/11/2022 08:11:21,1668154281587,1,11/11/2022 09:11:21,102467,5,task-4atu,,25171639,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,preTest,1,193,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,buttonB,response_button_text,3960.7000000476837,,,No,1,0,1,0,,,,,,preTest,
3,1668154283090,11/11/2022 08:11:23,1668154283050,1,11/11/2022 09:11:23,102467,5,task-4atu,,25171639,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,preTest,1,193,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,Zone1,continue_button,5423.800000071526,,,,,0,1,0,,,,,,preTest,
4,1668154283181,11/11/2022 08:11:23,1668154283055,1,11/11/2022 09:11:23,102467,5,task-4atu,,25171639,41,7339257,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.26,1280x720,1233x609,,preTest,1,193,chartFirst,,no_preTest,,Spreadsheet1,,,END TASK,,,,,5510,,,,,0,1,0,,,,,,,
END OF FILE
