Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,randomiser-e1us,branch-8hy4,branch-h95v,branch-u9i4,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
4,1667404670228,02/11/2022 15:57:50,1667404671847,1,02/11/2022 16:57:51,102467,5,task-ysdh,,24957522,12,7339227,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1536x760,,chartTest,2,168,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1821.800000000745,,,,,0,1,0,,,,,,cs,
5,1667404673322,02/11/2022 15:57:53,1667404674941,1,02/11/2022 16:57:54,102467,5,task-ysdh,,24957522,12,7339227,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1536x760,,chartTest,2,168,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,advancementZone,continue_button,3087.699999999255,,,,,0,1,0,,,,,,end,
6,1667404673431,02/11/2022 15:57:53,1667404674948,1,02/11/2022 16:57:54,102467,5,task-ysdh,,24957522,12,7339227,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1536x864,1536x760,,chartTest,2,168,chartFirst,,no_preTest,,Spreadsheet1,,,END TASK,,,,,213901,,,,,0,1,0,,,,,,,
1,1667379971849,02/11/2022 09:06:11,1667379971483,1,02/11/2022 10:06:11,102467,5,task-ysdh,,24949033,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,chartTest,2,178,chartFirst,,no_preTest,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1667380125052,02/11/2022 09:08:45,1667380124713,1,02/11/2022 10:08:44,102467,5,task-ysdh,,24949033,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,chartTest,2,178,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,153178.90000009537,,,,,0,1,0,,,,,,title,
3,1667380125880,02/11/2022 09:08:45,1667380125554,1,02/11/2022 10:08:45,102467,5,task-ysdh,,24949033,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,chartTest,2,178,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,825.4000000953674,,,,,0,1,0,,,,,,va,
4,1667380126636,02/11/2022 09:08:46,1667380126300,1,02/11/2022 10:08:46,102467,5,task-ysdh,,24949033,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,chartTest,2,178,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,736.8000001907349,,,,,0,1,0,,,,,,cs,
5,1667380145876,02/11/2022 09:09:05,1667380145565,1,02/11/2022 10:09:05,102467,5,task-ysdh,,24949033,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,chartTest,2,178,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,advancementZone,continue_button,19256.10000014305,,,,,0,1,0,,,,,,end,
6,1667380145987,02/11/2022 09:09:05,1667380145574,1,02/11/2022 10:09:05,102467,5,task-ysdh,,24949033,3,7339221,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1173x660,1173x520,,chartTest,2,178,chartFirst,,no_preTest,,Spreadsheet1,,,END TASK,,,,,174092,,,,,0,1,0,,,,,,,
1,1668074693221,10/11/2022 10:04:53,1668074694622,1,10/11/2022 11:04:54,102467,5,task-ysdh,,25152229,39,7339254,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1397x786,1397x671,,chartTest,2,157,chartFirst,,no_preTest,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1668074695606,10/11/2022 10:04:55,1668074697031,1,10/11/2022 11:04:57,102467,5,task-ysdh,,25152229,39,7339254,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1397x786,1397x671,,chartTest,2,157,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2374.2000000178814,,,,,0,1,0,,,,,,title,
3,1668074866231,10/11/2022 10:07:46,1668074867562,1,10/11/2022 11:07:47,102467,5,task-ysdh,,25152229,39,7339254,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1397x786,1397x671,,chartTest,2,157,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,170500.70000001788,,,,,0,1,0,,,,,,va,
4,1668074867173,10/11/2022 10:07:47,1668074868619,1,10/11/2022 11:07:48,102467,5,task-ysdh,,25152229,39,7339254,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1397x786,1397x671,,chartTest,2,157,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1037.9000000059605,,,,,0,1,0,,,,,,cs,
5,1668074886727,10/11/2022 10:08:06,1668074888159,1,10/11/2022 11:08:08,102467,5,task-ysdh,,25152229,39,7339254,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1397x786,1397x671,,chartTest,2,157,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,advancementZone,continue_button,19529.19999998808,,,,,0,1,0,,,,,,end,
6,1668074886830,10/11/2022 10:08:06,1668074888164,1,10/11/2022 11:08:08,102467,5,task-ysdh,,25152229,39,7339254,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1397x786,1397x671,,chartTest,2,157,chartFirst,,no_preTest,,Spreadsheet1,,,END TASK,,,,,193542,,,,,0,1,0,,,,,,,
1,1667820952674,07/11/2022 11:35:52,1667820952544,1,07/11/2022 12:35:52,102467,5,task-ysdh,,25065045,35,7339251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x937,,chartTest,2,173,chartFirst,,no_preTest,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1667820955559,07/11/2022 11:35:55,1667820955419,1,07/11/2022 12:35:55,102467,5,task-ysdh,,25065045,35,7339251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x937,,chartTest,2,173,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2810.2999999523163,,,,,0,1,0,,,,,,title,
3,1667820958296,07/11/2022 11:35:58,1667820958185,1,07/11/2022 12:35:58,102467,5,task-ysdh,,25065045,35,7339251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x937,,chartTest,2,173,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,2748.0999999046326,,,,,0,1,0,,,,,,va,
4,1667820960472,07/11/2022 11:36:00,1667820960352,1,07/11/2022 12:36:00,102467,5,task-ysdh,,25065045,35,7339251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x937,,chartTest,2,173,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2153.2000000476837,,,,,0,1,0,,,,,,cs,
5,1667820962252,07/11/2022 11:36:02,1667820962155,1,07/11/2022 12:36:02,102467,5,task-ysdh,,25065045,35,7339251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x937,,chartTest,2,173,chartFirst,,no_preTest,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,advancementZone,continue_button,1791.4000000953674,,,,,0,1,0,,,,,,end,
6,1667820962323,07/11/2022 11:36:02,1667820962161,1,07/11/2022 12:36:02,102467,5,task-ysdh,,25065045,35,7339251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x937,,chartTest,2,173,chartFirst,,no_preTest,,Spreadsheet1,,,END TASK,,,,,9616,,,,,0,1,0,,,,,,,
END OF FILE
